"no_heading_1"	"no_heading_2"	"no_heading_3"	"no_heading_4"	"no_heading_5"	"no_heading_6"	"no_heading_7"	"no_heading_8"	"no_heading_9"	"no_heading_10"	"no_heading_11"	"no_heading_12"	"no_heading_13"	"no_heading_14"	"no_heading_15"	"no_heading_16"	"no_heading_17"	"no_heading_18"	"no_heading_19"	"no_heading_20"	"no_heading_21"
"Cr(OH)2+"	6.514961989148386e-09	"CrOH+2"	6.271742801614218e-09	"Cr+3"	1.299322692787501e-10	"pH"	5.783919600000000e+00	"pe"	-4.534240123302485e+00	"PO2"	-7.718593000000000e+01	"PH2"	-2.425879051922655e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrOH+2"	6.415623773722639e-09	"Cr(OH)2+"	6.363067190276407e-09	"Cr+3"	1.392073820845083e-10	"pH"	5.763819100000000e+00	"pe"	-4.614642118102235e+00	"PO2"	-7.758794000000000e+01	"PH2"	-2.224874062323157e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"Cr(OH)2+"	6.514959797412363e-09	"CrOH+2"	6.271740888964415e-09	"Cr+3"	1.299322338324266e-10	"pH"	5.783919600000000e+00	"pe"	-4.634742616952113e+00	"PO2"	-7.758794000000000e+01	"PH2"	-2.224874064623400e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrOH+2"	6.415621336556621e-09	"Cr(OH)2+"	6.363064455043572e-09	"Cr+3"	1.392073363169384e-10	"pH"	5.763819100000000e+00	"pe"	-4.715144608015943e+00	"PO2"	-7.798994999999999e+01	"PH2"	-2.023869082495740e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"Cr(OH)2+"	6.514957067231062e-09	"CrOH+2"	6.271738574183261e-09	"Cr+3"	1.299321925175954e-10	"pH"	5.783919600000000e+00	"pe"	-4.735245106865824e+00	"PO2"	-7.798994999999999e+01	"PH2"	-2.023869084795978e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrOH+2"	6.415618419294351e-09	"Cr(OH)2+"	6.363061056362421e-09	"Cr+3"	1.392072843226816e-10	"pH"	5.763819100000000e+00	"pe"	-4.815647091994292e+00	"PO2"	-7.839196000000000e+01	"PH2"	-1.822864114539041e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"Cr(OH)2+"	6.514953677436924e-09	"CrOH+2"	6.271735809010583e-09	"Cr+3"	1.299321457832614e-10	"pH"	5.783919600000000e+00	"pe"	-4.835747590844175e+00	"PO2"	-7.839196000000000e+01	"PH2"	-1.822864116839276e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrOH+2"	6.415614987859753e-09	"Cr(OH)2+"	6.363056850222905e-09	"Cr+3"	1.392072278282060e-10	"pH"	5.763819100000000e+00	"pe"	-4.916149566543538e+00	"PO2"	-7.879397000000000e+01	"PH2"	-1.621859165440549e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"Cr(OH)2+"	6.514949486501472e-09	"CrOH+2"	6.271732565833492e-09	"Cr+3"	1.299320953589434e-10	"pH"	5.783919600000000e+00	"pe"	-4.936250065393423e+00	"PO2"	-7.879397000000000e+01	"PH2"	-1.621859167740779e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrOH+2"	6.415611052819467e-09	"Cr(OH)2+"	6.363051672023359e-09	"Cr+3"	1.392071709800149e-10	"pH"	5.763819100000000e+00	"pe"	-5.016652026113798e+00	"PO2"	-7.919598000000001e+01	"PH2"	-1.420854246300030e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"Cr(OH)2+"	6.514944333823207e-09	"CrOH+2"	6.271728862615985e-09	"Cr+3"	1.299320452730556e-10	"pH"	5.783919600000000e+00	"pe"	-5.036752524963687e+00	"PO2"	-7.919598000000001e+01	"PH2"	-1.420854248600252e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrOH+2"	6.415606712512018e-09	"Cr(OH)2+"	6.363045341167269e-09	"Cr+3"	1.392071221347176e-10	"pH"	5.763819100000000e+00	"pe"	-5.117154461888811e+00	"PO2"	-7.959799000000000e+01	"PH2"	-1.219849374750004e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"Cr(OH)2+"	6.514938045234543e-09	"CrOH+2"	6.271724805831850e-09	"Cr+3"	1.299320035396823e-10	"pH"	5.783919600000000e+00	"pe"	-5.137254960738705e+00	"PO2"	-7.959799000000000e+01	"PH2"	-1.219849377050215e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrOH+2"	6.415602225999871e-09	"Cr(OH)2+"	6.363037672766984e-09	"Cr+3"	1.392070967989449e-10	"pH"	5.763819100000000e+00	"pe"	-5.217656859863460e+00	"PO2"	-8.000000000000000e+01	"PH2"	-1.018844578800705e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"Cr(OH)2+"	6.514930446165793e-09	"CrOH+2"	6.271720662917156e-09	"Cr+3"	1.299319849261640e-10	"pH"	5.783919600000000e+00	"pe"	-5.237757358713362e+00	"PO2"	-8.000000000000000e+01	"PH2"	-1.018844581100901e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrOH+2"	6.415602225999871e-09	"Cr(OH)2+"	6.363037672766984e-09	"Cr+3"	1.392070967989449e-10	"pH"	5.763819100000000e+00	"pe"	-5.217656859863460e+00	"PO2"	-8.000000000000000e+01	"PH2"	-1.018844578800705e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"Cr(OH)2+"	4.235198124178961e-09	"HCrO4-"	3.886296393297780e-09	"CrO4-2"	3.849640877848450e-09	"pH"	6.447236200000000e+00	"pe"	7.867772535952787e+00	"PO2"	-2.492462300000000e+01	"PH2"	-2.855653757043320e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	4.865127315043438e-09	"CrO4-2"	4.819239970263817e-09	"Cr(OH)2+"	2.648039882833940e-09	"pH"	6.447236200000000e+00	"pe"	7.968275035971950e+00	"PO2"	-2.452261300000000e+01	"PH2"	-2.875754257047153e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	5.080044099917279e-09	"HCrO4-"	4.895342789654035e-09	"Cr(OH)2+"	2.428915741758753e-09	"pH"	6.467336700000000e+00	"pe"	7.948174565356943e+00	"PO2"	-2.452261300000000e+01	"PH2"	-2.875754262924151e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	4.132403257944359e-09	"HCrO4-"	3.982156869556768e-09	"Cr(OH)2+"	3.955990187406838e-09	"pH"	6.467336700000000e+00	"pe"	7.847672065338612e+00	"PO2"	-2.492462300000000e+01	"PH2"	-2.855653762920485e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	4.501784038672180e-09	"HCrO4-"	4.440176761643284e-09	"Cr(OH)2+"	3.265005643907228e-09	"pH"	6.457286400000000e+00	"pe"	7.907973600682260e+00	"PO2"	-2.472361800000000e+01	"PH2"	-2.865704009989214e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	4.865127315043438e-09	"CrO4-2"	4.819239970263817e-09	"Cr(OH)2+"	2.648039882833940e-09	"pH"	6.447236200000000e+00	"pe"	7.968275035971950e+00	"PO2"	-2.452261300000000e+01	"PH2"	-2.875754257047153e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	5.565203346132084e-09	"CrO4-2"	5.512713367019942e-09	"Cr(OH)2+"	1.512877798588133e-09	"pH"	6.447236200000000e+00	"pe"	8.068777535985657e+00	"PO2"	-2.412060300000000e+01	"PH2"	-2.895854757049894e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	5.737140313323317e-09	"HCrO4-"	5.528547778632525e-09	"Cr(OH)2+"	1.370038932360085e-09	"pH"	6.467336700000000e+00	"pe"	8.048677065369652e+00	"PO2"	-2.412060300000001e+01	"PH2"	-2.895854762926693e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	5.080044099917279e-09	"HCrO4-"	4.895342789654035e-09	"Cr(OH)2+"	2.428915741758753e-09	"pH"	6.467336700000000e+00	"pe"	7.948174565356943e+00	"PO2"	-2.452261300000000e+01	"PH2"	-2.875754262924151e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	5.565203346132084e-09	"CrO4-2"	5.512713367019942e-09	"Cr(OH)2+"	1.512877798588133e-09	"pH"	6.447236200000000e+00	"pe"	8.068777535985657e+00	"PO2"	-2.412060300000000e+01	"PH2"	-2.895854757049894e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	5.996141922719589e-09	"CrO4-2"	5.939587678887979e-09	"Cr(OH)2+"	8.141177351169255e-10	"pH"	6.447236200000000e+00	"pe"	8.169280035994095e+00	"PO2"	-2.371859300000000e+01	"PH2"	-2.915955257051581e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.133375990038978e-09	"HCrO4-"	5.910376762542491e-09	"Cr(OH)2+"	7.315255641916379e-10	"pH"	6.467336700000000e+00	"pe"	8.149179565377320e+00	"PO2"	-2.371859300000000e+01	"PH2"	-2.915955262928227e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	5.737140313323317e-09	"HCrO4-"	5.528547778632525e-09	"Cr(OH)2+"	1.370038932360085e-09	"pH"	6.467336700000000e+00	"pe"	8.048677065369652e+00	"PO2"	-2.412060300000001e+01	"PH2"	-2.895854762926693e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.237370310534864e-09	"CrO4-2"	6.178541012196849e-09	"Cr(OH)2+"	4.229697814326893e-10	"pH"	6.447236200000000e+00	"pe"	8.269782535998816e+00	"PO2"	-2.331658300000000e+01	"PH2"	-2.936055757052526e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.352502819433174e-09	"HCrO4-"	6.121536368084132e-09	"Cr(OH)2+"	3.784140697594228e-10	"pH"	6.467336700000000e+00	"pe"	8.249682065381560e+00	"PO2"	-2.331658299999999e+01	"PH2"	-2.936055762929075e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.365268947107843e-09	"CrO4-2"	6.305233425959829e-09	"Cr(OH)2+"	2.155842704111715e-10	"pH"	6.447236200000000e+00	"pe"	8.370285036001320e+00	"PO2"	-2.291457300000000e+01	"PH2"	-2.956156257053026e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.467915362780682e-09	"HCrO4-"	6.232752627349384e-09	"Cr(OH)2+"	1.924328588541001e-10	"pH"	6.467336700000000e+00	"pe"	8.350184565383790e+00	"PO2"	-2.291457300000000e+01	"PH2"	-2.956156262929520e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.431132417149735e-09	"CrO4-2"	6.370475733399160e-09	"Cr(OH)2+"	1.087878174711562e-10	"pH"	6.447236200000000e+00	"pe"	8.470787536002611e+00	"PO2"	-2.251256300000000e+01	"PH2"	-2.976256757053284e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.527142954544240e-09	"HCrO4-"	6.289826762353442e-09	"Cr(OH)2+"	9.699079643645482e-11	"pH"	6.467336700000000e+00	"pe"	8.450687065384937e+00	"PO2"	-2.251256300000000e+01	"PH2"	-2.976256762929750e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.464541034012338e-09	"CrO4-2"	6.403569271802436e-09	"Cr(OH)2+"	5.461639221196788e-11	"pH"	6.447236200000000e+00	"pe"	8.571290036003266e+00	"PO2"	-2.211055300000000e+01	"PH2"	-2.996357257053415e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.557132275918280e-09	"HCrO4-"	6.318725701340525e-09	"Cr(OH)2+"	4.866467690525771e-11	"pH"	6.467336700000000e+00	"pe"	8.551189565385517e+00	"PO2"	-2.211055300000000e+01	"PH2"	-2.996357262929866e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.481357325818045e-09	"CrO4-2"	6.420226968345051e-09	"Cr(OH)2+"	2.734914649004158e-11	"pH"	6.447236200000000e+00	"pe"	8.671792536003593e+00	"PO2"	-2.170854300000000e+01	"PH2"	-3.016457757053481e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.572213920122939e-09	"HCrO4-"	6.333258991647011e-09	"Cr(OH)2+"	2.436150361633095e-11	"pH"	6.467336700000000e+00	"pe"	8.651692065385811e+00	"PO2"	-2.170854299999999e+01	"PH2"	-3.016457762929925e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.489789057485094e-09	"CrO4-2"	6.428579179964389e-09	"Cr(OH)2+"	1.367731637741319e-11	"pH"	6.447236200000000e+00	"pe"	8.772295036003760e+00	"PO2"	-2.130653299999999e+01	"PH2"	-3.036558257053515e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.579772498850244e-09	"HCrO4-"	6.340542747794511e-09	"Cr(OH)2+"	1.218135994809490e-11	"pH"	6.467336700000000e+00	"pe"	8.752194565385954e+00	"PO2"	-2.130653300000000e+01	"PH2"	-3.036558262929953e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.494008528504774e-09	"CrO4-2"	6.432758856965079e-09	"Cr(OH)2+"	6.835584664163918e-12	"pH"	6.447236200000000e+00	"pe"	8.872797536003842e+00	"PO2"	-2.090452300000000e+01	"PH2"	-3.056658757053531e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.583554152598317e-09	"HCrO4-"	6.344186904281529e-09	"Cr(OH)2+"	6.087483689771563e-12	"pH"	6.467336700000000e+00	"pe"	8.852697065386028e+00	"PO2"	-2.090452300000000e+01	"PH2"	-3.056658762929968e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.496118015058060e-09	"CrO4-2"	6.434848448858137e-09	"Cr(OH)2+"	3.415145555122657e-12	"pH"	6.447236200000000e+00	"pe"	8.973300036003881e+00	"PO2"	-2.050251300000001e+01	"PH2"	-3.076759257053538e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.585444550632770e-09	"HCrO4-"	6.346008569276895e-09	"Cr(OH)2+"	3.041270124282645e-12	"pH"	6.467336700000000e+00	"pe"	8.953199565386067e+00	"PO2"	-2.050251299999999e+01	"PH2"	-3.076759262929976e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.497172123837490e-09	"CrO4-2"	6.435892616291781e-09	"Cr(OH)2+"	1.705973121734858e-12	"pH"	6.447236200000000e+00	"pe"	9.073802536003903e+00	"PO2"	-2.010050300000000e+01	"PH2"	-3.096859757053543e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.586389129836587e-09	"HCrO4-"	6.346918804496505e-09	"Cr(OH)2+"	1.519181922786740e-12	"pH"	6.467336700000000e+00	"pe"	9.053702065386082e+00	"PO2"	-2.010050300000000e+01	"PH2"	-3.096859762929979e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.497698737028758e-09	"CrO4-2"	6.436414262971081e-09	"pH"	6.447236200000000e+00	"pe"	9.174305286003914e+00	"PO2"	-1.969849200000000e+01	"PH2"	-3.116960307053545e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.586861012448435e-09	"HCrO4-"	6.347373529913883e-09	"pH"	6.467336700000000e+00	"pe"	9.154204815386091e+00	"PO2"	-1.969849200000000e+01	"PH2"	-3.116960312929981e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.497961793131793e-09	"CrO4-2"	6.436674838180624e-09	"pH"	6.447236200000000e+00	"pe"	9.274807786003921e+00	"PO2"	-1.929648199999999e+01	"PH2"	-3.137060807053547e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.587096733133144e-09	"HCrO4-"	6.347600680022973e-09	"pH"	6.467336700000000e+00	"pe"	9.254707315386097e+00	"PO2"	-1.929648200000000e+01	"PH2"	-3.137060812929982e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.498093189607907e-09	"CrO4-2"	6.436804995450665e-09	"pH"	6.447236200000000e+00	"pe"	9.375310286003920e+00	"PO2"	-1.889447200000001e+01	"PH2"	-3.157161307053546e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.587214470218831e-09	"HCrO4-"	6.347714136302465e-09	"pH"	6.467336700000000e+00	"pe"	9.355209815386100e+00	"PO2"	-1.889447199999999e+01	"PH2"	-3.157161312929983e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.498158821908942e-09	"CrO4-2"	6.436870008770669e-09	"pH"	6.447236200000000e+00	"pe"	9.475812786003923e+00	"PO2"	-1.849246200000000e+01	"PH2"	-3.177261807053547e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.587273278584846e-09	"HCrO4-"	6.347770806453105e-09	"pH"	6.467336700000000e+00	"pe"	9.455712315386100e+00	"PO2"	-1.849246200000000e+01	"PH2"	-3.177261812929982e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.498191606290708e-09	"CrO4-2"	6.436902483961449e-09	"pH"	6.447236200000000e+00	"pe"	9.576315286003924e+00	"PO2"	-1.809045200000000e+01	"PH2"	-3.197362307053547e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.587302656418172e-09	"HCrO4-"	6.347799116136981e-09	"pH"	6.467336700000000e+00	"pe"	9.556214815386101e+00	"PO2"	-1.809045200000000e+01	"PH2"	-3.197362312929982e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.498207983355549e-09	"CrO4-2"	6.436918706573566e-09	"pH"	6.447236200000000e+00	"pe"	9.676817786003925e+00	"PO2"	-1.768844199999999e+01	"PH2"	-3.217462807053548e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.587317332552488e-09	"HCrO4-"	6.347813258661318e-09	"pH"	6.467336700000000e+00	"pe"	9.656717315386102e+00	"PO2"	-1.768844199999999e+01	"PH2"	-3.217462812929983e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.498216165129820e-09	"CrO4-2"	6.436926811185111e-09	"pH"	6.447236200000000e+00	"pe"	9.777320286003924e+00	"PO2"	-1.728643200000000e+01	"PH2"	-3.237563307053547e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.587324665430076e-09	"HCrO4-"	6.347820324922704e-09	"pH"	6.467336700000000e+00	"pe"	9.757219815386099e+00	"PO2"	-1.728643200000000e+01	"PH2"	-3.237563312929982e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.498220253601775e-09	"CrO4-2"	6.436930861098693e-09	"pH"	6.447236200000000e+00	"pe"	9.877822786003925e+00	"PO2"	-1.688442199999999e+01	"PH2"	-3.257663807053547e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.587328328797831e-09	"HCrO4-"	6.347823855093913e-09	"pH"	6.467336700000000e+00	"pe"	9.857722315386100e+00	"PO2"	-1.688442200000000e+01	"PH2"	-3.257663812929982e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.498222312077599e-09	"CrO4-2"	6.436932900160813e-09	"pH"	6.447236200000000e+00	"pe"	9.978325286003926e+00	"PO2"	-1.648241200000000e+01	"PH2"	-3.277764307053548e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.587330162211657e-09	"HCrO4-"	6.347825621846775e-09	"pH"	6.467336700000000e+00	"pe"	9.958224815386101e+00	"PO2"	-1.648241200000000e+01	"PH2"	-3.277764312929983e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.498223318747827e-09	"CrO4-2"	6.436933897337252e-09	"pH"	6.447236200000000e+00	"pe"	1.007882778600392e+01	"PO2"	-1.608040200000001e+01	"PH2"	-3.297864807053547e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.587331078195327e-09	"HCrO4-"	6.347826504526155e-09	"pH"	6.467336700000000e+00	"pe"	1.005872731538610e+01	"PO2"	-1.608040200000001e+01	"PH2"	-3.297864812929982e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.498223829342075e-09	"CrO4-2"	6.436934403115903e-09	"pH"	6.447236200000000e+00	"pe"	1.017933028600392e+01	"PO2"	-1.567839199999999e+01	"PH2"	-3.317965307053547e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.587331534800045e-09	"HCrO4-"	6.347826944529007e-09	"pH"	6.467336700000000e+00	"pe"	1.015922981538610e+01	"PO2"	-1.567839200000000e+01	"PH2"	-3.317965312929983e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"HCrO4-"	6.498224085332371e-09	"CrO4-2"	6.436934656692297e-09	"pH"	6.447236200000000e+00	"pe"	1.027983278600393e+01	"PO2"	-1.527638200000000e+01	"PH2"	-3.338065807053547e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"CrO4-2"	6.587331764539318e-09	"HCrO4-"	6.347827165914816e-09	"pH"	6.467336700000000e+00	"pe"	1.025973231538610e+01	"PO2"	-1.527638200000000e+01	"PH2"	-3.338065812929982e+01	"temp"	2.820000000000000e+01	2.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
